0,0
1,0.301192
2,0.335741
3,0.372886
4,0.40017
5,0.450496
6,0.465667
7,0.535843
8,0.585959
9,0.601902
10,0.601902
11,0.615571
12,0.64591
13,0.724217
14,0.745332
15,0.793452
16,0.86473
17,0.908824
18,0.977761
19,1.01041
20,1.08776
21,1.13284
22,1.16941
